https://www.youtube.com/watch?v=-8DhmK5JOmY	3065	"20240920"	300	[{"start_time": 0, "title": "Explanations", "end_time": 20}, {"start_time": 20, "title": "Regulus meeting 1", "end_time": 200}, {"start_time": 200, "title": "37 meeting 1", "end_time": 297}, {"start_time": 297, "title": "Lilya meeting 1", "end_time": 445}, {"start_time": 445, "title": "Sotheby meeting 1", "end_time": 662}, {"start_time": 662, "title": "Druvis III meeting 1", "end_time": 791}, {"start_time": 791, "title": "Lucy meeting 1", "end_time": 917}, {"start_time": 917, "title": "Enigma meeting 1", "end_time": 1028}, {"start_time": 1028, "title": "Mesmer Jr meeting 1", "end_time": 1201}, {"start_time": 1201, "title": "Matilda meeting 1", "end_time": 1356}, {"start_time": 1356, "title": "Madam Z meeting 1", "end_time": 1459}, {"start_time": 1459, "title": "APPLe meeting 1", "end_time": 1591}, {"start_time": 1591, "title": "X meeting 1", "end_time": 1698}, {"start_time": 1698, "title": "Sonetto meeting 1", "end_time": 1813}, {"start_time": 1813, "title": "Ms Radio meeting 1", "end_time": 1967}, {"start_time": 1967, "title": "Rewards", "end_time": 2045}, {"start_time": 2045, "title": "Regulus meeting 2", "end_time": 2147}, {"start_time": 2147, "title": "37 meeting 2", "end_time": 2210}, {"start_time": 2210, "title": "Lilya meeting 2", "end_time": 2274}, {"start_time": 2274, "title": "Sotheby meeting 2", "end_time": 2375}, {"start_time": 2375, "title": "Druvis III meeting 2", "end_time": 2452}, {"start_time": 2452, "title": "Lucy meeting 2", "end_time": 2518}, {"start_time": 2518, "title": "Enigma meeting 2", "end_time": 2602}, {"start_time": 2602, "title": "Mesmer Jr meeting 2", "end_time": 2659}, {"start_time": 2659, "title": "Matilda meeting 2", "end_time": 2705}, {"start_time": 2705, "title": "Madam Z meeting 2", "end_time": 2770}, {"start_time": 2770, "title": "APPLe meeting 2", "end_time": 2851}, {"start_time": 2851, "title": "X meeting 2", "end_time": 2910}, {"start_time": 2910, "title": "Sonetto meeting 2", "end_time": 2966}, {"start_time": 2966, "title": "Ms Radio meeting 2", "end_time": 3024}, {"start_time": 3024, "title": "Island overview", "end_time": 3065}]
https://www.youtube.com/watch?v=-FpfCYxgfx0	1187	"20231029"	313	NA
https://www.youtube.com/watch?v=-pd7iTPfvu8	5005	"20260211"	11	NA
https://www.youtube.com/watch?v=-EQ4eVCICcw	11290	"20250530"	279	NA
https://www.youtube.com/watch?v=-g2F-l6eK3g	19004	"20250112"	1465	[{"start_time": 0, "title": "Opening", "end_time": 9}, {"start_time": 9, "title": "Tristes Tropiques Trailer", "end_time": 154}, {"start_time": 154, "title": "Part 1 - Unshakable Justice", "end_time": 865}, {"start_time": 865, "title": "Part 2 - A New Photo of an Old Friend", "end_time": 1598}, {"start_time": 1598, "title": "Part 3 - The Minotaur", "end_time": 2306}, {"start_time": 2306, "title": "Part 4 - Riptide", "end_time": 3048}, {"start_time": 3048, "title": "Part 5 - Waterway to Hell", "end_time": 3877}, {"start_time": 3877, "title": "Part 6 - Tender Pretender", "end_time": 4720}, {"start_time": 4720, "title": "Part 7 - False Accusations", "end_time": 6041}, {"start_time": 6041, "title": "Part 8 - On the Margins of Life and Death", "end_time": 6730}, {"start_time": 6730, "title": "Part 9 - Aged Like Fine Wine", "end_time": 7774}, {"start_time": 7774, "title": "Part 10 - Boarding the White Ship", "end_time": 8358}, {"start_time": 8358, "title": "Part 11 - Sao Paulo Bossa Nova", "end_time": 9092}, {"start_time": 9092, "title": "Part 12 - \"Silent Night, Holy Night\"", "end_time": 9574}, {"start_time": 9574, "title": "Part 13 - Boto Cor-de-Rosa", "end_time": 10465}, {"start_time": 10465, "title": "Part 14 - The Sleepless Man", "end_time": 11418}, {"start_time": 11418, "title": "Part 15 - The Northern Falcon", "end_time": 12435}, {"start_time": 12435, "title": "Part 16 - \"Family Reunion\"", "end_time": 13212}, {"start_time": 13212, "title": "Part 17 - The Black Lamb", "end_time": 13984}, {"start_time": 13984, "title": "Part 18 - Eye of the Hurricane", "end_time": 14487}, {"start_time": 14487, "title": "Part 19 - The Gamble - Final Boss \"Santos, Reborn in Suffering\"", "end_time": 15509}, {"start_time": 15509, "title": "Part 20 - Farewell, Pera", "end_time": 16585}, {"start_time": 16585, "title": "Part 21 - Ground Zero", "end_time": 17255}, {"start_time": 17255, "title": "Part 22 - The Roaring Forties", "end_time": 17889}, {"start_time": 17889, "title": "Part 23 - The Final Curtain", "end_time": 18649}, {"start_time": 18649, "title": "Part 24 - Monologues - The END", "end_time": 19004}]
https://www.youtube.com/watch?v=0A-o-wNhHGc	1052	"20250529"	63	[{"start_time": 0, "title": "Stage 1: Prologue (Story)", "end_time": 36}, {"start_time": 36, "title": "Stage 1: Prologue (Hard)", "end_time": 73}, {"start_time": 73, "title": "Stage 3: The Place That Time Forgot (Story)", "end_time": 100}, {"start_time": 100, "title": "Stage 3: The Place That Time Forgot (Hard)", "end_time": 126}, {"start_time": 126, "title": "Stage 5: A Latin American Fable (Story)", "end_time": 222}, {"start_time": 222, "title": "Stage 5: A Latin American Fable (Hard)", "end_time": 306}, {"start_time": 306, "title": "Stage 6: Shadows of the Living (Story)", "end_time": 345}, {"start_time": 345, "title": "Stage 6: Shadows of the Living (Hard)", "end_time": 380}, {"start_time": 380, "title": "Stage 7: Passion and Delirium (Story)", "end_time": 420}, {"start_time": 420, "title": "Stage 7: Passion and Delirium (Hard)", "end_time": 469}, {"start_time": 469, "title": "Stage 8: Spider's Web (Story)", "end_time": 493}, {"start_time": 493, "title": "Stage 8: Spider's Web (Hard)", "end_time": 522}, {"start_time": 522, "title": "Stage 11: Soothsayer, Worldmaker (Story)", "end_time": 605}, {"start_time": 605, "title": "Stage 11: Soothsayer, Worldmaker (Hard)", "end_time": 681}, {"start_time": 681, "title": "Stage 13: Master of the Ladyrinth (Story)", "end_time": 706}, {"start_time": 706, "title": "Stage 13: Master of the Ladyrinth (Hard)", "end_time": 730}, {"start_time": 730, "title": "Stage 15: Aleph (Story)", "end_time": 830}, {"start_time": 830, "title": "Stage 15: Aleph (Hard)", "end_time": 909}, {"start_time": 909, "title": "Stage 16: The Boundary of Fiction (Story)", "end_time": 945}, {"start_time": 945, "title": "Stage 16: The Boundary of Fiction (Hard)", "end_time": 972}, {"start_time": 972, "title": "Stage 18: In Praise of Folly (Story)", "end_time": 1009}, {"start_time": 1009, "title": "Stage 18: In Praise of Folly (Hard)", "end_time": 1043}, {"start_time": 1043, "title": "Reward and I go to bed", "end_time": 1052}]
https://www.youtube.com/watch?v=0B2AllcY504	5611	"20240802"	41	[{"start_time": 0, "title": "Introduction", "end_time": 34}, {"start_time": 34, "title": "Stage 19: The Clashing Tides", "end_time": 653}, {"start_time": 653, "title": "Stage 20: War and Peace", "end_time": 1560}, {"start_time": 1560, "title": "Stage 21: Double Cross", "end_time": 2563}, {"start_time": 2563, "title": "Stage 22: Finished Page", "end_time": 3227}, {"start_time": 3227, "title": "Stage 23: Hansel and Gretel", "end_time": 3873}, {"start_time": 3873, "title": "Stage 24: E lucevan le stelle", "end_time": 5452}, {"start_time": 5452, "title": "Conclusion", "end_time": 5611}]
https://www.youtube.com/watch?v=07Nwdouy2IE	14871	"20260822"	41	NA
https://www.youtube.com/watch?v=09Ixc7n67qI	14515	"20251125"	41	NA
https://www.youtube.com/watch?v=0Hca8vaLNAE	12753	"20231102"	10066	NA
