1212	Chapter 11: The Strongest (Full Campaign Story) - Goddess of Victory: Nikke	Sir Patty	https://www.youtube.com/watch?v=TiRq4EuKqbg	146
4337	NIKKE: Goddess of Victory Playthrough | Campaign | Chapter 11–The Strongest	HaWuTsKi Archive	https://www.youtube.com/watch?v=VJ7v4uUyA3w	188
11442	Meeting The STRONGEST NIKKES?? CHAPTER 11 & 12 [NIKKE] | With Eye Tracker	Cersea Soulstorm Ch. ChromaSHIFT	https://www.youtube.com/watch?v=P-CsQWgoGqg	6434
1305	nikke goddess of victory chapter 11 the strongest full	팔레트 nikke and other games  ツ 🎰💰	https://www.youtube.com/watch?v=ynA_e3ucN_4	37
2458	Goddess of Victory: Nikke - Chapter 11 The Strongest part 1	SAMURAIZXL GAMING 	https://www.youtube.com/watch?v=bGEjwsulRoc	2
1495	Campaign Chapter 11 STRONGEST, Nikke: Goddess of Victory	RinkoAoi	https://www.youtube.com/watch?v=379tb_VIMTM	4137
3537	CHAPTER 11 + MODERNIA GAMEPLAY - NIKKE: Goddess of Victory [HD] (No Commentary)	MyogiWarrior34	https://www.youtube.com/watch?v=tMiE-MxlG7c	2730
1257	NIKKE Story Chapter 11: The Strongest [ENG dub]	Fujinomiya Neko	https://www.youtube.com/watch?v=G_9eZVoWwuA	2315
1394	Nikke: Goddess of Victory Chapter 11 - The Strongest (ENG Dub) | GODDESS OF VICTORY: NIKKE	TriMori	https://www.youtube.com/watch?v=IEcyj52wk4o	1646
3224	NIKKE - Chapter 11 - The Strongest	Aihara	https://www.youtube.com/watch?v=-IM5hEb6qic	13
3606	Goddess of Victory: Nikke - Main Campaign Chapter 11	Jazzratoon	https://www.youtube.com/watch?v=Sy2GFHZTxRE	6
1424	【NIKKE | Main Story】Chapter 11: The Strongest (Full Story Cutscenes - JP DUB)	Arbmos Sombra	https://www.youtube.com/watch?v=Zmg_tHiXfuU	101
1420	Nikke - Story chapter 11 - The Strongest	Skytons	https://www.youtube.com/watch?v=4Mvx4w-aVns	13
182	【NIKKE】 Campaign Chapter 11 The Strongest | Lost Relics	Xiao. tian	https://www.youtube.com/watch?v=aj4fblJUhoA	66
73	Nikke Chapter 11 Stage 11-6 Gameplay - Goddess Of Victory Nikke	Horizon Gaming	https://www.youtube.com/watch?v=pS1tJH2W0Ho	457
1254	Chapter 11: The Strongest | Nikke: Goddess of Victory Story	Commander Kuroi	https://www.youtube.com/watch?v=8oJdOa2YrFM	83
1375	Chapter 11: The Strongest | Main Story | Goddess of Victory: Nikke	CANNED JAR	https://www.youtube.com/watch?v=OabnW4if324	188
1400	Goddess of Victory: Nikke - Chapter 11 - The Strongest (Eng Dub)	FrenchOverlord	https://www.youtube.com/watch?v=FvIErgcXLx0	4003
